[15:41:25.2210561] [Lua] [TajsGraphBM] prepatch[1] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.SpotLight_1.LightComponent0 intensity=160.000 indirect=1.000 specular=1.000 attenuation=7462.127 outer=80.000 inner=80.000 source=448.000 soft=0.000 length=0.000 mobility=1 cast=true
[15:41:25.2641102] [Lua] [TajsGraphBM] prepatch[147] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_176.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2642891] [Lua] [TajsGraphBM] prepatch[148] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_209.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2644769] [Lua] [TajsGraphBM] prepatch[149] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_296.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2647304] [Lua] [TajsGraphBM] prepatch[150] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_35.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2648695] [Lua] [TajsGraphBM] prepatch[151] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_202.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2651235] [Lua] [TajsGraphBM] prepatch[152] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_40.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2652893] [Lua] [TajsGraphBM] prepatch[153] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_210.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2654910] [Lua] [TajsGraphBM] prepatch[154] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_43.LightComponent0 intensity=35.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2656578] [Lua] [TajsGraphBM] prepatch[155] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_45.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2658432] [Lua] [TajsGraphBM] prepatch[156] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_200.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2660151] [Lua] [TajsGraphBM] prepatch[157] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_20.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2885849] [Lua] [TajsGraphBM] prepatch[158] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_68.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2887905] [Lua] [TajsGraphBM] prepatch[159] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_180.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2889156] [Lua] [TajsGraphBM] prepatch[160] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_79.LightComponent0 intensity=21.000 indirect=1.000 specular=1.000 attenuation=1300.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2890464] [Lua] [TajsGraphBM] prepatch[161] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_56.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2892509] [Lua] [TajsGraphBM] prepatch[162] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_181.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2893894] [Lua] [TajsGraphBM] prepatch[163] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_297.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=920.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2897038] [Lua] [TajsGraphBM] prepatch[164] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_24.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2898522] [Lua] [TajsGraphBM] prepatch[165] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_221.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2900789] [Lua] [TajsGraphBM] prepatch[166] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_189.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2901993] [Lua] [TajsGraphBM] prepatch[167] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_220.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2904641] [Lua] [TajsGraphBM] prepatch[168] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_22.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2906074] [Lua] [TajsGraphBM] prepatch[169] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_217.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2908527] [Lua] [TajsGraphBM] prepatch[170] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_295.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2909766] [Lua] [TajsGraphBM] prepatch[171] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_177.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2912063] [Lua] [TajsGraphBM] prepatch[172] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_212.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2913177] [Lua] [TajsGraphBM] prepatch[173] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_290.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2915158] [Lua] [TajsGraphBM] prepatch[174] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_61.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2916273] [Lua] [TajsGraphBM] prepatch[175] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_82.LightComponent0 intensity=21.000 indirect=1.000 specular=1.000 attenuation=1300.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2918502] [Lua] [TajsGraphBM] prepatch[176] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_198.LightComponent0 intensity=17.000 indirect=1.000 specular=1.000 attenuation=1200.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2920042] [Lua] [TajsGraphBM] prepatch[177] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_133.LightComponent0 intensity=50.000 indirect=1.000 specular=1.000 attenuation=1700.000 outer=75.000 inner=70.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2922598] [Lua] [TajsGraphBM] prepatch[178] key=SpotLightComponent /Game/Shopping_mall/Maps/ShoppingMapFinalPlayable.ShoppingMapFinalPlayable:PersistentLevel.RectLight_4.LightComponent0 intensity=33.000 indirect=1.000 specular=1.000 attenuation=2000.000 outer=90.000 inner=90.000 source=0.000 soft=0.000 length=0.000 mobility=0 cast=false
[15:41:25.2923714] [Lua] [TajsGraphBM] prepatch snapshots=178 shown=178
